rectangle,x_A,y_A,x_B,y_B,x_C,y_C,x_D,y_D
Rectangle 194,94.02750967002169,96.37550417390754,94.02750967002169,118.28714264177418,114.75029507900123,118.28714264177418,114.75029507900123,96.37550417390754
Rectangle 195,81.98700801375476,47.78142553328794,81.98700801375476,60.77171866909984,104.83044316638473,60.77171866909984,104.83044316638473,47.78142553328794
Rectangle 196,26.816647270265182,79.90403634537786,26.816647270265182,108.08503383395353,47.32194643681011,108.08503383395353,47.32194643681011,79.90403634537786
Rectangle 197,80.55162616612532,40.13285955258268,80.55162616612532,50.699752430890136,90.75253258928647,50.699752430890136,90.75253258928647,40.13285955258268
Rectangle 198,81.71080536668826,40.35015642542926,81.71080536668826,51.532476654083936,102.38811306919906,51.532476654083936,102.38811306919906,40.35015642542926
Rectangle 199,9.858353757480653,16.992306465107955,9.858353757480653,33.47409694856838,25.94661163547563,33.47409694856838,25.94661163547563,16.992306465107955
Rectangle 200,93.27403060624557,75.60593356300237,93.27403060624557,87.4277515007106,115.57188875318104,87.4277515007106,115.57188875318104,75.60593356300237
Rectangle 201,59.88555876311131,18.467142724721143,59.88555876311131,46.57644195546807,86.39487952817129,46.57644195546807,86.39487952817129,18.467142724721143
Rectangle 202,25.36704137225988,10.008039474638963,25.36704137225988,33.12199359010399,49.31672609404532,33.12199359010399,49.31672609404532,10.008039474638963
Rectangle 203,8.02443452327748,37.30724908898313,8.02443452327748,50.23054174330596,19.16244361184134,50.23054174330596,19.16244361184134,37.30724908898313
Rectangle 204,56.64899812811964,5.441771191146072,56.64899812811964,26.62182609184621,70.07705399495109,26.62182609184621,70.07705399495109,5.441771191146072
Rectangle 205,75.15919370990464,23.150383514882144,75.15919370990464,42.573899766009774,97.20213696641443,42.573899766009774,97.20213696641443,23.150383514882144
Rectangle 206,77.13610987442208,2.299174830718209,77.13610987442208,29.632850807378464,99.05553735382556,29.632850807378464,99.05553735382556,2.299174830718209
Rectangle 207,70.05856319334131,56.45120435834414,70.05856319334131,66.46514982579747,89.3730539099194,66.46514982579747,89.3730539099194,56.45120435834414
Rectangle 208,72.26525253416844,10.306029180973542,72.26525253416844,20.36555253510938,87.38751692768304,20.36555253510938,87.38751692768304,10.306029180973542
Rectangle 209,66.94136785216494,64.36076270682017,66.94136785216494,79.56373033563523,78.83316632294733,79.56373033563523,78.83316632294733,64.36076270682017
Rectangle 210,8.62433961005522,5.370631381988122,8.62433961005522,34.36961728906945,26.693135892990437,34.36961728906945,26.693135892990437,5.370631381988122
Rectangle 211,8.269665553950734,6.655395573385059,8.269665553950734,19.58692495049864,34.713261921990295,19.58692495049864,34.713261921990295,6.655395573385059
Rectangle 212,84.96759685505918,54.3811044028767,84.96759685505918,74.61535928004031,108.93178033961586,74.61535928004031,108.93178033961586,54.3811044028767
Rectangle 213,88.42252198826239,68.67569420978398,88.42252198826239,96.36960843188217,100.85612437946924,96.36960843188217,100.85612437946924,68.67569420978398
Rectangle 214,50.30787024230056,59.431859696895586,50.30787024230056,72.45591927566315,65.06969468894916,72.45591927566315,65.06969468894916,59.431859696895586
Rectangle 215,76.17361285091295,72.80104157684094,76.17361285091295,84.18492401669653,102.12818925660474,84.18492401669653,102.12818925660474,72.80104157684094
Rectangle 216,71.79554476070682,35.420939101202706,71.79554476070682,64.96784249213869,88.75770645225452,64.96784249213869,88.75770645225452,35.420939101202706
Rectangle 217,54.81172067180326,79.66128227054654,54.81172067180326,97.4457742591176,67.70893515785636,97.4457742591176,67.70893515785636,79.66128227054654
Rectangle 218,2.442300573102041,9.802885113053028,2.442300573102041,34.21853741728493,31.530564210153198,34.21853741728493,31.530564210153198,9.802885113053028
Rectangle 219,29.3183965739916,41.10185199157762,29.3183965739916,53.29689441823864,42.58473305172593,53.29689441823864,42.58473305172593,41.10185199157762
Rectangle 220,17.883208036417265,58.959341902974735,17.883208036417265,76.51320090434582,45.21636865124212,76.51320090434582,45.21636865124212,58.959341902974735
Rectangle 221,46.60514514872093,66.30435483827338,46.60514514872093,77.67394622440176,71.05263540960566,77.67394622440176,71.05263540960566,66.30435483827338
Rectangle 222,37.1937171421733,29.64425726517731,37.1937171421733,43.92901485302086,50.86999135981759,43.92901485302086,50.86999135981759,29.64425726517731
Rectangle 223,2.0323137221508913,11.857108126751125,2.0323137221508913,23.890514104884623,18.384104063791423,23.890514104884623,18.384104063791423,11.857108126751125
Rectangle 224,97.1170323236881,79.09178493133466,97.1170323236881,96.50612092956567,117.21927331309352,96.50612092956567,117.21927331309352,79.09178493133466
Rectangle 225,14.215358612259987,58.599327293930216,14.215358612259987,77.88545092427277,38.81682722493936,77.88545092427277,38.81682722493936,58.599327293930216
Rectangle 226,29.93399974576729,40.472270656907426,29.93399974576729,66.63967389728583,55.128020037029515,66.63967389728583,55.128020037029515,40.472270656907426
Rectangle 227,49.352655632657076,1.4082720049958586,49.352655632657076,23.5244539179605,78.61327445985042,23.5244539179605,78.61327445985042,1.4082720049958586
Rectangle 228,84.31032619103543,11.877745930109073,84.31032619103543,36.096413854621076,111.84055874569171,36.096413854621076,111.84055874569171,11.877745930109073
Rectangle 229,27.302964127949238,51.74040129080636,27.302964127949238,67.49601654190295,42.6268199116042,67.49601654190295,42.6268199116042,51.74040129080636
Rectangle 230,74.22724767209618,66.88892092914709,74.22724767209618,87.13528503726124,100.65043872724108,87.13528503726124,100.65043872724108,66.88892092914709
Rectangle 231,40.803159267797625,46.190077170373065,40.803159267797625,67.37163640633113,52.50748798802399,67.37163640633113,52.50748798802399,46.190077170373065
Rectangle 232,17.398481089833506,28.867617442210104,17.398481089833506,52.7472664156804,36.543719982903085,52.7472664156804,36.543719982903085,28.867617442210104
Rectangle 233,83.96499903568505,99.9972062357544,83.96499903568505,114.07419126381863,105.77409634959677,114.07419126381863,105.77409634959677,99.9972062357544
Rectangle 234,84.07042089236847,85.7858922622071,84.07042089236847,110.26955948851764,95.70353783031344,110.26955948851764,95.70353783031344,85.7858922622071
Rectangle 235,24.286826484639,96.37354992083253,24.286826484639,125.13584080241858,36.8333472918859,125.13584080241858,36.8333472918859,96.37354992083253
Rectangle 236,71.83300241635743,69.75872977689227,71.83300241635743,80.88675505318699,99.97512653799038,80.88675505318699,99.97512653799038,69.75872977689227
Rectangle 237,86.16458493165746,29.048592619940706,86.16458493165746,45.8947804219078,100.40885606266926,45.8947804219078,100.40885606266926,29.048592619940706
Rectangle 238,29.16200859682356,65.08228894067393,29.16200859682356,89.38677395708706,42.792037010141364,89.38677395708706,42.792037010141364,65.08228894067393
Rectangle 239,49.22335030446433,97.47599161408314,49.22335030446433,120.81186933141261,74.7975432853941,120.81186933141261,74.7975432853941,97.47599161408314
Rectangle 240,99.36241365891041,96.39073391379327,99.36241365891041,117.50962615235078,118.33653379753342,117.50962615235078,118.33653379753342,96.39073391379327
Rectangle 241,14.335153866776185,62.88139051939938,14.335153866776185,79.2732571731566,32.93779954688925,79.2732571731566,32.93779954688925,62.88139051939938
Rectangle 242,96.16626113138315,46.13249925607876,96.16626113138315,73.61064705478802,122.35480741209776,73.61064705478802,122.35480741209776,46.13249925607876
Rectangle 243,56.2846763068052,51.36432414084224,56.2846763068052,72.57468670809678,83.57986860176925,72.57468670809678,83.57986860176925,51.36432414084224
Rectangle 244,87.81871744675355,16.26945621730772,87.81871744675355,33.73321028512146,110.91061999041993,33.73321028512146,110.91061999041993,16.26945621730772
Rectangle 245,63.63403325569163,3.0123279171817896,63.63403325569163,20.337903512270696,87.81590058742023,20.337903512270696,87.81590058742023,3.0123279171817896
Rectangle 246,46.31854237229261,4.701152485919547,46.31854237229261,19.98108578412355,64.38117106395883,19.98108578412355,64.38117106395883,4.701152485919547
Rectangle 247,31.93016481872444,31.19608593574229,31.93016481872444,57.0424318656072,46.73481420118155,57.0424318656072,46.73481420118155,31.19608593574229
Rectangle 248,61.03640590773926,47.650060881715895,61.03640590773926,60.59438255512421,79.77284739106958,60.59438255512421,79.77284739106958,47.650060881715895
Rectangle 249,35.802250994378404,0.97371195671897,35.802250994378404,28.711057099587656,48.53978614421356,28.711057099587656,48.53978614421356,0.97371195671897
Rectangle 250,97.20838689282022,29.5627011138586,97.20838689282022,48.03318528645761,119.05936298648226,48.03318528645761,119.05936298648226,29.5627011138586
Rectangle 251,86.65049663490888,16.234761523127784,86.65049663490888,35.410819432169546,110.2688180193135,35.410819432169546,110.2688180193135,16.234761523127784
Rectangle 252,76.70237668622104,91.6169101250869,76.70237668622104,116.8888260939473,88.44388682727525,116.8888260939473,88.44388682727525,91.6169101250869
Rectangle 253,82.46382469140347,9.60660769773658,82.46382469140347,37.86150752156266,103.8560784367002,37.86150752156266,103.8560784367002,9.60660769773658
Rectangle 254,36.26110791664014,30.653968052610004,36.26110791664014,46.27276779782321,49.275249731500935,46.27276779782321,49.275249731500935,30.653968052610004
Rectangle 255,73.73843171726988,89.73306287963622,73.73843171726988,107.30993573274951,85.56653832161531,107.30993573274951,85.56653832161531,89.73306287963622
Rectangle 256,9.573848132586882,36.286600771601016,9.573848132586882,65.594044684556,34.15998456214413,65.594044684556,34.15998456214413,36.286600771601016
Rectangle 257,39.71594589391094,81.04922106909356,39.71594589391094,110.66614068111616,52.64379187190963,110.66614068111616,52.64379187190963,81.04922106909356
Rectangle 258,82.75717990391855,22.465299301883434,82.75717990391855,48.100500846002646,104.00490580258091,48.100500846002646,104.00490580258091,22.465299301883434
Rectangle 259,59.79612582742877,14.47834971812666,59.79612582742877,37.68254693937291,82.62100521816903,37.68254693937291,82.62100521816903,14.47834971812666
Rectangle 260,52.93648607280321,40.520291337464506,52.93648607280321,69.51401703032988,82.02248936239445,69.51401703032988,82.02248936239445,40.520291337464506
Rectangle 261,54.66743844569108,2.6498990917588006,54.66743844569108,20.24895316056133,83.54824068069462,20.24895316056133,83.54824068069462,2.6498990917588006
Rectangle 262,79.80982605020152,72.2125843732377,79.80982605020152,87.26622832139503,106.83851733299599,87.26622832139503,106.83851733299599,72.2125843732377
Rectangle 263,85.30253035578066,28.634728637996908,85.30253035578066,45.32871479704201,100.51076960343032,45.32871479704201,100.51076960343032,28.634728637996908
Rectangle 264,92.27105783377222,24.24440107311474,92.27105783377222,35.420817277210574,116.58850756520457,35.420817277210574,116.58850756520457,24.24440107311474
Rectangle 265,76.58444187297539,55.071305093878195,76.58444187297539,69.70342643759629,96.9056059712602,69.70342643759629,96.9056059712602,55.071305093878195
Rectangle 266,52.11078629208809,56.67326200166172,52.11078629208809,77.40560095228659,75.9319149421319,77.40560095228659,75.9319149421319,56.67326200166172
Rectangle 267,73.5769504142435,19.364076868323533,73.5769504142435,32.416582603384015,93.3426460778748,32.416582603384015,93.3426460778748,19.364076868323533
Rectangle 268,31.816119974676738,28.220892844671607,31.816119974676738,53.35746745905104,56.40663040318977,53.35746745905104,56.40663040318977,28.220892844671607
Rectangle 269,48.54863034987138,46.072219293986926,48.54863034987138,69.22154437351827,68.71051481377188,69.22154437351827,68.71051481377188,46.072219293986926
Rectangle 270,15.452838705619431,38.023328534304135,15.452838705619431,50.00013414207403,38.1363104348082,50.00013414207403,38.1363104348082,38.023328534304135
Rectangle 271,51.842693227352996,26.545080446769052,51.842693227352996,50.93064737374321,64.8489393960334,50.93064737374321,64.8489393960334,26.545080446769052
Rectangle 272,40.22956327850314,24.399597653713123,40.22956327850314,34.48965044374545,51.829110146419396,34.48965044374545,51.829110146419396,24.399597653713123
Rectangle 273,82.11885076296828,63.820408038259814,82.11885076296828,75.13160970277879,102.68983405784795,75.13160970277879,102.68983405784795,63.820408038259814
Rectangle 274,16.377958598004927,62.759909615162236,16.377958598004927,77.14859686904644,35.45028940382369,77.14859686904644,35.45028940382369,62.759909615162236
Rectangle 275,98.12419542028545,52.43324917224499,98.12419542028545,82.34790820595123,119.64593200875822,82.34790820595123,119.64593200875822,52.43324917224499
Rectangle 276,15.435282381848381,21.948892115691876,15.435282381848381,49.71929556592447,31.338618572719902,49.71929556592447,31.338618572719902,21.948892115691876
Rectangle 277,43.628105270037274,7.061723322522506,43.628105270037274,25.364959381483235,65.20704313763147,25.364959381483235,65.20704313763147,7.061723322522506
Rectangle 278,58.445379219440674,46.35721359743783,58.445379219440674,65.60069669238095,69.15297498698003,65.60069669238095,69.15297498698003,46.35721359743783
Rectangle 279,76.50881329176244,59.41157305117555,76.50881329176244,85.92529424162151,103.89704394768259,85.92529424162151,103.89704394768259,59.41157305117555
Rectangle 280,87.24142783560963,86.82444103197003,87.24142783560963,101.95644366842458,110.00562300775522,101.95644366842458,110.00562300775522,86.82444103197003
Rectangle 281,11.334486577142478,79.58905081901622,11.334486577142478,95.7520010080134,30.13252325976347,95.7520010080134,30.13252325976347,79.58905081901622
Rectangle 282,36.731142959448825,1.7610199443629182,36.731142959448825,31.108346881738438,65.11351301047503,31.108346881738438,65.11351301047503,1.7610199443629182
Rectangle 283,46.78128732772575,54.97076222498427,46.78128732772575,76.30534984070317,63.43301864034771,76.30534984070317,63.43301864034771,54.97076222498427
Rectangle 284,17.17229877926205,86.93548472993436,17.17229877926205,111.22095861538476,40.39580268965503,111.22095861538476,40.39580268965503,86.93548472993436
Rectangle 285,80.63845125072193,68.21850386330819,80.63845125072193,93.21583067290956,96.99755632890948,93.21583067290956,96.99755632890948,68.21850386330819
Rectangle 286,64.59918666990532,25.432224705887375,64.59918666990532,49.8738664483306,75.7771666146766,49.8738664483306,75.7771666146766,25.432224705887375
Rectangle 287,20.609356260749056,76.58081232429055,20.609356260749056,90.41932292744059,37.14082446151086,90.41932292744059,37.14082446151086,76.58081232429055
Rectangle 288,59.52599216389156,62.99878055381449,59.52599216389156,77.61030100176659,88.23615614360537,77.61030100176659,88.23615614360537,62.99878055381449
Rectangle 289,90.64067862615703,66.86036066358973,90.64067862615703,82.00013424484135,107.18874731518008,82.00013424484135,107.18874731518008,66.86036066358973
Rectangle 290,72.34392217274737,30.970889038938875,72.34392217274737,56.74343334619189,93.5031148440082,56.74343334619189,93.5031148440082,30.970889038938875
Rectangle 291,71.14940272513657,49.50715843665363,71.14940272513657,70.42776907893588,84.36984191320562,70.42776907893588,84.36984191320562,49.50715843665363
Rectangle 292,87.07309073119896,77.90860067433611,87.07309073119896,90.76237432011698,115.11864168338765,90.76237432011698,115.11864168338765,77.90860067433611
Rectangle 293,94.14086007547039,3.5052550753692624,94.14086007547039,32.717973285153434,106.31085137326897,32.717973285153434,106.31085137326897,3.5052550753692624
Rectangle 294,12.14055607823309,75.68089902841348,12.14055607823309,86.43655442997604,22.581517907676556,86.43655442997604,22.581517907676556,75.68089902841348
Rectangle 295,0.19566262106168741,21.085426742622438,0.19566262106168741,35.23309303981718,13.774330552304045,35.23309303981718,13.774330552304045,21.085426742622438
Rectangle 296,54.32484587604463,91.34800922861898,54.32484587604463,117.93529892545257,69.61684450475124,117.93529892545257,69.61684450475124,91.34800922861898
Rectangle 297,62.78225235676015,69.39287368880855,62.78225235676015,91.02051780737082,80.37599559244806,91.02051780737082,80.37599559244806,69.39287368880855
Rectangle 298,24.24441796162894,32.499853754021025,24.24441796162894,44.41858240668755,44.15540718495288,44.41858240668755,44.15540718495288,32.499853754021025
Rectangle 299,56.639932193478295,43.35742097523313,56.639932193478295,69.98981369243427,77.91294018874589,69.98981369243427,77.91294018874589,43.35742097523313
Rectangle 300,45.282863997590574,28.630922640997237,45.282863997590574,51.14164680863718,65.33996076963312,51.14164680863718,65.33996076963312,28.630922640997237
Rectangle 301,54.603476293902006,72.46555824186667,54.603476293902006,102.22151447262426,66.90918380626852,102.22151447262426,66.90918380626852,72.46555824186667
Rectangle 302,13.786137255405817,54.34008613007462,13.786137255405817,82.04486983741296,38.086313156277,82.04486983741296,38.086313156277,54.34008613007462
Rectangle 303,0.7310726098686215,31.71699390450071,0.7310726098686215,51.23850792142581,22.21528457734963,51.23850792142581,22.21528457734963,31.71699390450071
Rectangle 304,28.771547714018052,13.001850317908481,28.771547714018052,28.331509682431182,47.78851982825084,28.331509682431182,47.78851982825084,13.001850317908481
Rectangle 305,42.60316846374136,93.17471470725299,42.60316846374136,114.84545848299275,68.89054282718543,114.84545848299275,68.89054282718543,93.17471470725299
Rectangle 306,43.145297232706746,36.361783100498826,43.145297232706746,63.28320276026436,56.25586198827364,63.28320276026436,56.25586198827364,36.361783100498826
Rectangle 307,45.003631843983484,46.047127595812384,45.003631843983484,67.95061298336647,61.61934479110242,67.95061298336647,61.61934479110242,46.047127595812384
Rectangle 308,90.97500046909504,20.359859289010817,90.97500046909504,33.80966214645291,110.2578995221441,33.80966214645291,110.2578995221441,20.359859289010817
Rectangle 309,7.384974230274544,81.8497823876532,7.384974230274544,103.43362119128466,23.29063898190922,103.43362119128466,23.29063898190922,81.8497823876532
Rectangle 310,63.13279706028329,34.65607259803182,63.13279706028329,56.872489468266906,82.08270729871131,56.872489468266906,82.08270729871131,34.65607259803182
Rectangle 311,26.78217593836837,30.59003563840634,26.78217593836837,46.61469928276597,40.77292814541778,46.61469928276597,40.77292814541778,30.59003563840634
Rectangle 312,66.57631613946346,75.11692099039524,66.57631613946346,85.92965124716314,91.45294230982971,85.92965124716314,91.45294230982971,75.11692099039524
Rectangle 313,25.562197296862866,12.956239812499648,25.562197296862866,26.322768273027314,47.05652701990066,26.322768273027314,47.05652701990066,12.956239812499648
Rectangle 314,52.68562648612309,67.2745173669716,52.68562648612309,81.04033603517718,75.85292023571125,81.04033603517718,75.85292023571125,67.2745173669716
Rectangle 315,22.04780945771364,0.7313965361523733,22.04780945771364,18.65455401005208,45.57644064155962,18.65455401005208,45.57644064155962,0.7313965361523733
Rectangle 316,41.576063972032664,15.082999025266798,41.576063972032664,25.782878161276322,56.15161480613311,25.782878161276322,56.15161480613311,15.082999025266798
Rectangle 317,92.8005403790441,54.276975307204026,92.8005403790441,69.491297505335,112.49368493849626,69.491297505335,112.49368493849626,54.276975307204026
Rectangle 318,88.20961764728791,37.756786800435805,88.20961764728791,57.30444991203186,115.45613874799679,57.30444991203186,115.45613874799679,37.756786800435805
Rectangle 319,32.15149786937468,49.72422366212482,32.15149786937468,73.99717887082916,57.2384420980037,73.99717887082916,57.2384420980037,49.72422366212482
Rectangle 320,22.555658056556027,36.17849397808006,22.555658056556027,63.32189751231823,39.88168489882854,63.32189751231823,39.88168489882854,36.17849397808006
Rectangle 321,80.71897898463062,7.018083091511851,80.71897898463062,32.74956367874849,97.8515564132049,32.74956367874849,97.8515564132049,7.018083091511851
Rectangle 322,67.78012494620206,76.21627131809909,67.78012494620206,97.11203259879164,92.0315986473125,97.11203259879164,92.0315986473125,76.21627131809909
Rectangle 323,0.46556957213839123,64.59816275665699,0.46556957213839123,78.0011547268931,16.409116645735946,78.0011547268931,16.409116645735946,64.59816275665699
Rectangle 324,27.295215540037475,67.10551893418784,27.295215540037475,91.7873014163796,54.28891917716159,91.7873014163796,54.28891917716159,67.10551893418784
Rectangle 325,53.858558082979435,17.48869727082969,53.858558082979435,35.732669773569825,67.77847147877814,35.732669773569825,67.77847147877814,17.48869727082969
Rectangle 326,78.28371421709153,94.37327763291303,78.28371421709153,123.9690939885062,98.053277325236,123.9690939885062,98.053277325236,94.37327763291303
Rectangle 327,68.0427872215983,66.3649403728123,68.0427872215983,91.65123432470902,87.76107552578466,91.65123432470902,87.76107552578466,66.3649403728123
Rectangle 328,34.375993830588534,63.2604837046988,34.375993830588534,78.80116588423662,46.5199731393216,78.80116588423662,46.5199731393216,63.2604837046988
Rectangle 329,15.76037434658174,99.95739083680404,15.76037434658174,124.13458877989967,41.490053934348744,124.13458877989967,41.490053934348744,99.95739083680404
Rectangle 330,7.6588027597766395,25.164676363271365,7.6588027597766395,35.58700419184208,22.5213270448683,35.58700419184208,22.5213270448683,25.164676363271365
Rectangle 331,65.0679585843186,53.28395723815501,65.0679585843186,70.01082301037147,85.37703343030776,70.01082301037147,85.37703343030776,53.28395723815501
Rectangle 332,73.78097412281251,37.82162960030946,73.78097412281251,60.16471983358582,101.79403667157972,60.16471983358582,101.79403667157972,37.82162960030946
Rectangle 333,35.56181550232401,34.53345036516411,35.56181550232401,56.50134974348354,51.68723901962144,56.50134974348354,51.68723901962144,34.53345036516411
Rectangle 334,35.57681399801103,66.62828269462938,35.57681399801103,85.17805304298398,58.41557142478105,85.17805304298398,58.41557142478105,66.62828269462938
Rectangle 335,56.7225645134426,92.50036879378129,56.7225645134426,120.2234053241013,81.71456656984617,120.2234053241013,81.71456656984617,92.50036879378129
Rectangle 336,71.57241840544167,75.643563252715,71.57241840544167,100.73612662266093,95.82869087909569,100.73612662266093,95.82869087909569,75.643563252715
Rectangle 337,31.855710348504118,90.89465475315079,31.855710348504118,112.6493806947373,57.36183187822974,112.6493806947373,57.36183187822974,90.89465475315079
Rectangle 338,68.25626168452743,53.04259259243936,68.25626168452743,82.17098684632337,86.56208835261789,82.17098684632337,86.56208835261789,53.04259259243936
Rectangle 339,24.06960755075015,54.93076600504647,24.06960755075015,68.66060678378282,46.79633213678454,68.66060678378282,46.79633213678454,54.93076600504647
Rectangle 340,63.74657612886321,14.658294326557098,63.74657612886321,41.73104395350225,75.80226082365253,41.73104395350225,75.80226082365253,14.658294326557098
Rectangle 341,36.168417540566125,91.39283591481372,36.168417540566125,102.34006986756857,57.44218248997441,102.34006986756857,57.44218248997441,91.39283591481372
Rectangle 342,3.2686009068339517,54.921437588000884,3.2686009068339517,65.0181281138878,14.261764438614891,65.0181281138878,14.261764438614891,54.921437588000884
Rectangle 343,4.137312768105506,74.83674676131473,4.137312768105506,88.90739573595128,32.90500306179629,88.90739573595128,32.90500306179629,74.83674676131473
Rectangle 344,8.008262513234632,15.464657140119243,8.008262513234632,34.97725513343856,34.42126334117482,34.97725513343856,34.42126334117482,15.464657140119243
Rectangle 345,80.13704613619906,83.31774931751939,80.13704613619906,108.93581672587742,99.29484715674762,108.93581672587742,99.29484715674762,83.31774931751939
Rectangle 346,53.29781941410321,60.49738614751398,53.29781941410321,76.71962639100263,80.12303692232756,76.71962639100263,80.12303692232756,60.49738614751398
Rectangle 347,90.67168210560685,76.80131903639587,90.67168210560685,95.37344534437909,116.0326620000985,95.37344534437909,116.0326620000985,76.80131903639587
Rectangle 348,29.151893965316223,49.44622457909578,29.151893965316223,61.27981312296268,53.70388480192136,61.27981312296268,53.70388480192136,49.44622457909578
Rectangle 349,71.40309706303147,79.52918880796607,71.40309706303147,98.14490446537941,95.57243517970943,98.14490446537941,95.57243517970943,79.52918880796607
Rectangle 350,39.91782341671877,21.086701697605893,39.91782341671877,47.99065103793509,61.26989500121612,47.99065103793509,61.26989500121612,21.086701697605893
Rectangle 351,44.05141363121383,68.27628143622327,44.05141363121383,95.07681609168591,66.06286681004349,95.07681609168591,66.06286681004349,68.27628143622327
Rectangle 352,99.47523126172229,3.4399587887432137,99.47523126172229,21.17560783488222,111.45300953648186,21.17560783488222,111.45300953648186,3.4399587887432137
Rectangle 353,42.89113888151825,16.904505332603026,42.89113888151825,29.360380984544,67.05786125921985,29.360380984544,67.05786125921985,16.904505332603026
Rectangle 354,48.00649643439687,51.656839360131045,48.00649643439687,71.28374510943604,64.14939547699582,71.28374510943604,64.14939547699582,51.656839360131045
Rectangle 355,88.58756560284402,17.3103755108553,88.58756560284402,43.86418911173223,112.0676557312662,43.86418911173223,112.0676557312662,17.3103755108553
Rectangle 356,51.13874429544547,30.90575083168432,51.13874429544547,54.71871111169717,77.06584819534903,54.71871111169717,77.06584819534903,30.90575083168432
Rectangle 357,27.751136646019237,63.358567814552025,27.751136646019237,77.9918807679668,40.42429431448687,77.9918807679668,40.42429431448687,63.358567814552025
Rectangle 358,11.62568247664375,56.41775677301657,11.62568247664375,75.9564217006517,24.67503482215703,75.9564217006517,24.67503482215703,56.41775677301657
Rectangle 359,27.703486976516167,55.94752506149733,27.703486976516167,84.94979386206609,38.5680250749501,84.94979386206609,38.5680250749501,55.94752506149733
Rectangle 360,11.492185259133002,18.292692367720754,11.492185259133002,37.1452975903956,30.798729696778324,37.1452975903956,30.798729696778324,18.292692367720754
Rectangle 361,38.30643664523383,53.54033834060354,38.30643664523383,69.92187802558757,50.19823748299275,69.92187802558757,50.19823748299275,53.54033834060354
Rectangle 362,54.59867495457329,58.13762253249425,54.59867495457329,71.49855645927457,75.6521777253682,71.49855645927457,75.6521777253682,58.13762253249425
Rectangle 363,24.153005897335124,23.378863082575773,24.153005897335124,47.05618394082161,52.68395805500668,47.05618394082161,52.68395805500668,23.378863082575773
Rectangle 364,37.29927057876088,33.026353216231705,37.29927057876088,51.19603231846369,52.466572812224115,51.19603231846369,52.466572812224115,33.026353216231705
Rectangle 365,20.384406680035372,58.54316809657287,20.384406680035372,81.79458314220444,50.0046133309914,81.79458314220444,50.0046133309914,58.54316809657287
Rectangle 366,35.62171153946385,85.69928409772207,35.62171153946385,97.65680431444788,48.658737872859206,97.65680431444788,48.658737872859206,85.69928409772207
Rectangle 367,19.93114457524995,12.487889513227346,19.93114457524995,39.30873337586684,42.801794922009634,39.30873337586684,42.801794922009634,12.487889513227346
Rectangle 368,57.12447018249684,31.758134049550215,57.12447018249684,46.21697252689555,72.21667936200424,46.21697252689555,72.21667936200424,31.758134049550215
Rectangle 369,95.24720520070137,26.05787128672088,95.24720520070137,42.47030516339382,122.62775180777167,42.47030516339382,122.62775180777167,26.05787128672088
Rectangle 370,4.8097482097605,49.57774861891452,4.8097482097605,64.06694175540862,31.76440179851469,64.06694175540862,31.76440179851469,49.57774861891452
Rectangle 371,40.98184507844835,6.212634523521499,40.98184507844835,31.02749036117495,65.86507123874097,31.02749036117495,65.86507123874097,6.212634523521499
Rectangle 372,10.64503669757373,61.738052091904116,10.64503669757373,78.91924548240388,26.06185882191591,78.91924548240388,26.06185882191591,61.738052091904116
Rectangle 373,62.35744641499278,82.51058283316978,62.35744641499278,96.46574252537542,77.6496724446777,96.46574252537542,77.6496724446777,82.51058283316978
Rectangle 374,76.75958736253453,23.00219659216762,76.75958736253453,41.5396361198506,99.63394877125624,41.5396361198506,99.63394877125624,23.00219659216762
Rectangle 375,71.46843862562586,17.606534307975696,71.46843862562586,35.06846244435465,87.30429062365384,35.06846244435465,87.30429062365384,17.606534307975696
Rectangle 376,56.76707163509849,31.9816960428014,56.76707163509849,47.94055836143902,77.04214529283482,47.94055836143902,77.04214529283482,31.9816960428014
Rectangle 377,84.17869177235792,31.199026717659162,84.17869177235792,60.92853991242265,100.18868366236038,60.92853991242265,100.18868366236038,31.199026717659162
Rectangle 378,17.191940646222093,57.29023213488157,17.191940646222093,75.8290199221166,46.153872318146966,75.8290199221166,46.153872318146966,57.29023213488157
Rectangle 379,30.768632965964393,65.38674350739481,30.768632965964393,83.3950842762683,42.17528304098451,83.3950842762683,42.17528304098451,65.38674350739481
Rectangle 380,77.52219671922008,84.94362429930918,77.52219671922008,100.34919733095501,99.99636175454657,100.34919733095501,99.99636175454657,84.94362429930918
Rectangle 381,86.73192201509833,76.67642055057301,86.73192201509833,95.96899380876886,98.84962697682113,95.96899380876886,98.84962697682113,76.67642055057301
Rectangle 382,20.85158181030359,68.40367646742709,20.85158181030359,94.0845042237596,37.49971159751151,94.0845042237596,37.49971159751151,68.40367646742709
Rectangle 383,42.48758737063446,17.661973605128935,42.48758737063446,30.999023122477308,68.48881289930134,30.999023122477308,68.48881289930134,17.661973605128935
Rectangle 384,81.9181980910663,12.717051193390594,81.9181980910663,28.823534645112602,94.5343161157467,28.823534645112602,94.5343161157467,12.717051193390594
Rectangle 385,72.13328971896959,73.56691794083777,72.13328971896959,87.04740132596396,87.05474760523728,87.04740132596396,87.05474760523728,73.56691794083777
Rectangle 386,30.41599657269859,78.64033638626758,30.41599657269859,104.33226936694199,57.26150032481038,104.33226936694199,57.26150032481038,78.64033638626758
