number_rectangle,x_A,y_A,x_B,y_B,x_C,y_C,x_D,y_D,is_rectangle
Retângulo 187,24.50099822816279,65.00382815017468,45.515784759893826,63.44877851179835,44.97252485120287,82.76581888920123,26.307932222392385,83.71055172366911,True
Retângulo 188,31.172943219028916,27.089508945123438,59.786851503833795,29.220524420603716,58.59953667946915,44.08838052032817,34.25314067385327,45.62019006768865,False
Retângulo 189,61.342279926783625,99.66282392027361,77.67069003912212,99.66282392027361,77.67069003912212,116.73964157811314,61.342279926783625,116.73964157811314,True
Retângulo 190,26.780766360744977,90.9248853496112,48.05632053428773,90.9248853496112,48.05632053428773,118.85861797981896,26.780766360744977,118.85861797981896,True
Retângulo 191,66.3272383840656,78.0270545645068,84.86574169779773,78.0270545645068,84.86574169779773,107.98525481144793,66.3272383840656,107.98525481144793,True
Retângulo 192,2.5008930367461657,94.41892225730734,22.84586801826445,94.41892225730734,22.84586801826445,115.44998865964655,2.5008930367461657,115.44998865964655,True
Retângulo 193,87.59103383402726,5.59665822051012,111.53747102560285,5.59665822051012,111.53747102560285,17.750038571281916,87.59103383402726,17.750038571281916,True
Retângulo 194,68.3436697602389,35.04924548293007,88.50690581579097,35.04924548293007,88.50690581579097,57.57873678797843,68.3436697602389,57.57873678797843,True
Retângulo 195,61.054559484099535,100.86203261051934,81.95386385095718,100.19483436421086,78.70843755912479,126.9076977645058,62.63090858516516,129.6927539374828,False
Retângulo 196,58.08002107015117,86.46812430424542,76.80793121896797,44.54882787449004,21.344236700077246,85.85108466032936,37.45508544163697,91.38964833018426,False
Retângulo 197,30.837508877436637,19.4238984658506,71.41107161000176,95.35958669483759,72.87828961675096,59.56901216376892,78.02655154905241,52.75783651681992,False
Retângulo 198,8.862675736261583,69.00475523421883,19.37705777613338,69.00475523421883,19.37705777613338,96.34782066259497,8.862675736261583,96.34782066259497,True
Retângulo 199,73.48252925779275,13.35950233797745,84.85871940348517,13.299242714211028,85.54255782564893,38.94244669798831,73.68225379201547,38.80280911167379,True
Retângulo 200,16.70536151413693,2.1314216015788534,44.20093643741445,2.1314216015788534,44.20093643741445,29.61438476756072,16.70536151413693,29.61438476756072,True
Retângulo 201,42.241197012467154,28.955734023197067,97.81296328257156,28.540006224247406,48.74601396494206,29.94578427458292,52.92155318476822,77.00791288064087,False
Retângulo 202,19.32846108721077,16.29554705044265,74.42848785804343,70.26109054417647,23.463590777069044,10.21029967907966,84.1419442132499,53.54804880476678,False
Retângulo 203,76.905379591881,22.430673707501036,104.54945042368868,22.430673707501036,104.54945042368868,32.81393494933311,76.905379591881,32.81393494933311,True
Retângulo 204,99.26173407545213,88.38638436677722,127.17242309111288,88.38638436677722,127.17242309111288,111.42938642176321,99.26173407545213,111.42938642176321,True
Retângulo 205,73.7873918359389,74.04261112154418,103.74041004546605,74.04261112154418,103.74041004546605,91.54830561020054,73.7873918359389,91.54830561020054,True
Retângulo 206,2.601732943227908,62.28778461295018,30.496843960213205,16.265719327755367,39.75866780136836,7.93865835660128,13.347211642812319,24.114524366772738,False
Retângulo 207,14.167938108407673,11.44387719302975,25.59365951080362,11.206936686863342,27.525729749526718,30.549481110321928,16.654263114600692,31.09760787835958,True
Retângulo 208,70.51276290898714,41.3669413252883,83.64258963004984,41.911413716953206,84.97321405733912,69.84327845765058,71.13404981593125,69.35699455137248,True
Retângulo 209,17.09603241368911,62.591846311069496,24.73503421748259,67.83480895043006,27.12572404904612,40.71031129145229,88.0385022832883,33.22533795511615,False
Retângulo 210,21.803719423939228,44.61570930124184,94.70259212941848,63.22636718050416,18.349580998845394,31.448574469275226,78.9167700236295,92.91913180598877,False
Retângulo 211,13.818864889969573,15.556019490352291,41.44690864688204,15.556019490352291,41.44690864688204,32.05101205950672,13.818864889969573,32.05101205950672,True
Retângulo 212,21.59203769484375,80.01895918062009,35.15181413252486,80.67819573539029,36.28733653332794,93.99119200064126,21.888333418031927,94.74512852099683,False
Retângulo 213,13.022400517837996,62.86749460675036,30.482771935427728,62.86749460675036,30.482771935427728,82.34218026790111,13.022400517837996,82.34218026790111,True
Retângulo 214,43.49602846673505,42.18864808672824,90.44880821820325,58.45464938962513,2.1347149524887032,0.3703741843520958,82.57240210747688,97.84432984315292,False
Retângulo 215,59.33457732776819,3.12831300144244,23.475585064224923,4.411685356516903,53.99540694301946,49.21639043537176,48.589161045125785,9.797405050472907,False
Retângulo 216,46.93771037990776,8.273759837240302,72.58709385873824,8.273759837240302,72.58709385873824,21.84393367994126,46.93771037990776,21.84393367994126,True
Retângulo 217,17.679373059601065,12.530401178405038,38.02053816160077,12.530401178405038,38.02053816160077,27.617403329255897,17.679373059601065,27.617403329255897,True
Retângulo 218,24.32832948459895,74.78274860150243,51.34501384728969,75.32360875305825,49.414734073820874,100.72842560033202,23.631581461401115,100.46551660725916,False
Retângulo 219,99.78848546399614,20.37530096129633,121.72707917421097,20.37530096129633,121.72707917421097,37.96276751977787,99.78848546399614,37.96276751977787,True
Retângulo 220,52.0952389610858,96.24259552974752,64.0567713983919,96.24259552974752,64.0567713983919,125.23579442131475,52.0952389610858,125.23579442131475,True
Retângulo 221,5.291423615219692,89.81995233108327,23.932486969437015,89.81995233108327,23.932486969437015,118.57600343043059,5.291423615219692,118.57600343043059,True
Retângulo 222,67.57357399858083,12.483616980887735,91.67820814316644,12.483616980887735,91.67820814316644,35.851498466246525,67.57357399858083,35.851498466246525,True
Retângulo 223,61.07984022107631,80.82239955633943,71.99533369423847,80.82239955633943,71.99533369423847,109.75490561794514,61.07984022107631,109.75490561794514,True
Retângulo 224,73.11268589753257,54.3328220253137,88.20146699793378,56.27386487453043,87.51341544295711,81.60024224443943,70.9229756132761,82.40625980175462,True
Retângulo 225,14.292426381192215,89.79084569914406,29.285972973167592,89.79084569914406,29.285972973167592,104.7093393903672,14.292426381192215,104.7093393903672,True
Retângulo 226,40.59395519492994,48.64660330503879,54.688027435004244,50.142074487456654,57.802859896510114,71.68399250671415,40.300883552533506,72.74259684289505,False
Retângulo 227,90.08055702880546,43.52630207383848,103.49971696571276,43.590786342871695,103.34543277890315,51.37062279863339,91.36350813061941,51.325295041708465,True
Retângulo 228,7.243329225693495,20.273785730459625,65.57637064685908,77.3055789780218,78.11605072032405,65.64307642113532,62.181613179768334,26.566327910839938,False
Retângulo 229,71.47570274198458,27.036386038981007,82.74249756935961,27.036386038981007,82.74249756935961,50.91133820923229,71.47570274198458,50.91133820923229,True
Retângulo 230,13.957412554155436,19.929899533164853,31.459085240597023,19.929899533164853,31.459085240597023,42.55209963732426,13.957412554155436,42.55209963732426,True
Retângulo 231,29.30846216336943,84.18886400944659,47.46766761013544,84.18886400944659,47.46766761013544,106.275668369941,29.30846216336943,106.275668369941,True
Retângulo 232,72.44490145264425,88.45699210810409,94.37415646465726,88.45699210810409,94.37415646465726,100.91294297236041,72.44490145264425,100.91294297236041,True
Retângulo 233,60.32345240289496,97.69911163783284,66.95475469073034,79.25263005008766,18.84812252262393,3.3732837001329785,96.78622060185815,68.41687595474096,False
Retângulo 234,48.28703940635375,35.32157024486884,26.499644331604276,71.52757450049678,70.56916410881999,99.217148213762,41.81396388885068,93.06302777278552,False
Retângulo 235,76.0812776655946,89.28395885011025,97.49296949800397,89.28395885011025,97.49296949800397,105.5851674655755,76.0812776655946,105.5851674655755,True
Retângulo 236,47.894106778986334,77.98713560988773,66.61722607172639,80.59929010809519,65.51646915892871,106.30207756531806,48.76084859990118,106.44372320966431,False
Retângulo 237,64.14348734353148,77.59103969983194,40.990774710686686,67.90155844903816,43.106131746529186,94.94845934336216,0.09428684631251905,14.479139547564523,False
Retângulo 238,81.64751997677851,24.96658075052569,97.60919518610862,24.96658075052569,97.60919518610862,38.14651449817086,81.64751997677851,38.14651449817086,True
Retângulo 239,53.48975227070697,80.309128878934,70.21606006554029,80.309128878934,70.21606006554029,103.1290456935711,53.48975227070697,103.1290456935711,True
Retângulo 240,17.219386219771682,92.77735349656108,39.64201396506873,92.77735349656108,39.64201396506873,102.83453412841595,17.219386219771682,102.83453412841595,True
Retângulo 241,35.660264188248,49.189549641174594,56.50660764302032,47.71773749738765,54.29392533939358,70.37719256597171,35.81203957490282,70.74594546223877,True
Retângulo 242,84.28250195266918,40.026517136580495,101.00059309543927,40.026517136580495,101.00059309543927,63.95977055962564,84.28250195266918,63.95977055962564,True
Retângulo 243,3.7577121487577303,35.20311283577252,22.467593059865603,35.20311283577252,22.467593059865603,46.27917307884698,3.7577121487577303,46.27917307884698,True
Retângulo 244,32.88309871847732,91.3944824916481,48.137136596854305,91.3944824916481,48.137136596854305,119.0388340046154,32.88309871847732,119.0388340046154,True
Retângulo 245,8.450226616412415,87.64041979850893,72.43381958599916,56.71630614663996,40.44457672137741,44.59238213067318,22.55708679004388,1.7198254926053425,False
Retângulo 246,26.782781319590843,3.427188413426241,38.464194698436074,3.427188413426241,38.464194698436074,13.62670595709535,26.782781319590843,13.62670595709535,True
Retângulo 247,35.06198742189054,11.312379758272218,62.81095684647142,11.312379758272218,62.81095684647142,30.53922710314041,35.06198742189054,30.53922710314041,True
Retângulo 248,90.11550855362266,41.787344756953964,106.91523036246602,42.50569792218495,107.61142771057881,71.74296266898621,87.65018725891757,71.0332969934155,True
Retângulo 249,10.514400187660533,83.21703588626018,26.32911176610169,83.21703588626018,26.32911176610169,110.98567075242055,10.514400187660533,110.98567075242055,True
Retângulo 250,38.22726374273678,82.19404280462733,92.34860674471251,37.34620165145189,44.67929212095129,44.62020437164471,35.26087627685951,94.96472102293406,False
Retângulo 251,34.885501867226445,67.03357167918058,19.83698904494753,70.54178762274074,24.663973682301354,71.30153985545637,47.3614937930287,33.61265725537559,False
Retângulo 252,2.814089156792568,73.22760567691105,15.83875756310885,72.12493997836498,19.01637491958642,83.35020012375873,2.88776125893531,83.24856987180387,True
Retângulo 253,46.73696525648225,63.232490936073724,61.49287330685945,66.32115239374787,62.687271595550946,82.9247102562046,46.89595123278796,82.71043638942608,False
Retângulo 254,50.19889047712485,33.89886490316676,75.81480291915327,33.89886490316676,75.81480291915327,46.03967967375336,50.19889047712485,46.03967967375336,True
Retângulo 255,14.709761065184,9.396770164836187,43.571605384006105,9.396770164836187,43.571605384006105,21.03374456211459,14.709761065184,21.03374456211459,True
Retângulo 256,64.05376403895356,75.73387198499155,48.444249676799785,38.11239892270608,52.218228960883636,16.01720492150157,96.20173353120751,52.039250894755696,False
Retângulo 257,11.888236985862433,5.038320808575769,25.147966696333174,5.038320808575769,25.147966696333174,28.672909872456977,11.888236985862433,28.672909872456977,True
Retângulo 258,76.16194894198817,60.95235117395404,94.71708498729276,60.95235117395404,94.71708498729276,77.2103405321221,76.16194894198817,77.2103405321221,True
Retângulo 259,37.92086049958064,46.239596620460766,62.2870584210399,45.692790536459476,62.43351897910154,67.89378043614141,37.146223539296955,66.60676347485268,True
Retângulo 260,9.092039635635452,95.7306732676702,42.58154486540748,48.68588001855637,54.40891197330813,1.1317733008026853,46.46016444442967,69.44812152829023,False
Retângulo 261,44.611003257658254,31.765685992070004,54.80171668115277,31.765685992070004,54.80171668115277,50.585091689998144,44.611003257658254,50.585091689998144,True
Retângulo 262,34.278135665097956,54.0508674133732,58.49909340029154,54.0508674133732,58.49909340029154,65.92640718554183,34.278135665097956,65.92640718554183,True
Retângulo 263,13.840172762905489,80.80226360401798,27.169422727206076,80.80226360401798,27.169422727206076,104.5708746492099,13.840172762905489,104.5708746492099,True
Retângulo 264,90.76694789447866,22.795796762961807,113.2234756971414,22.795796762961807,113.2234756971414,49.92563346940534,90.76694789447866,49.92563346940534,True
Retângulo 265,66.6321733409776,4.289421410597737,94.59439127498644,2.369258325649407,95.27189670721525,29.387698841771087,66.7493388254614,32.13053627083799,True
Retângulo 266,21.6226110109928,54.42792311708155,7.786139863887898,13.498235716689077,72.78737906888657,30.25701229547183,59.479505959203294,88.9770189629571,False
Retângulo 267,84.58895545417275,95.64629660377724,80.42237108750747,3.205637454358079,12.338942631301354,16.606343009150958,97.5747208385881,16.436019221381326,False
Retângulo 268,45.34549225724677,48.10437429240428,62.856597652682936,46.16216688146953,61.315824836704415,71.08525758358842,43.12848393871448,71.83507362471435,True
Retângulo 269,86.52203950619644,42.08988484591578,113.30214423285841,42.08988484591578,113.30214423285841,63.033809516219456,86.52203950619644,63.033809516219456,True
Retângulo 270,91.68851539272707,30.132301621602686,18.14592914360549,53.6813700853385,17.356347528702297,59.62705788348367,55.74260652629772,37.63836837669391,False
Retângulo 271,89.17107203810237,73.68777526105549,111.17621264243122,73.68777526105549,111.17621264243122,92.18081682632751,89.17107203810237,92.18081682632751,True
Retângulo 272,82.01666986122753,20.51463388284102,94.54486796845619,22.30420608494234,94.25388513015943,38.79104860233016,81.31497125131975,38.62443900408296,True
Retângulo 273,16.609983919390604,67.89244819580095,41.64574625470735,67.89244819580095,41.64574625470735,97.05948834739189,16.609983919390604,97.05948834739189,True
Retângulo 274,97.09820529300845,34.61897456779095,125.4757051663251,34.61897456779095,125.4757051663251,64.25493339274448,97.09820529300845,64.25493339274448,True
Retângulo 275,60.51737428611137,61.52639398586791,60.921907566167,2.5048681082769586,44.73289540102803,42.713284846295885,24.623560737209537,65.144866751723,False
Retângulo 276,45.04295451704442,70.88498788353884,66.52085293686825,70.88498788353884,66.52085293686825,89.57677864278953,45.04295451704442,89.57677864278953,True
Retângulo 277,18.203535861034624,44.41566442011736,39.602378939297516,43.79483296353854,39.37827308015218,64.1149340522836,14.974944064519102,65.03897764184794,True
Retângulo 278,34.8200230230169,28.371442092641164,58.60325452820217,28.371442092641164,58.60325452820217,42.40021378445932,34.8200230230169,42.40021378445932,True
Retângulo 279,91.70267676472497,59.749902632899754,113.3431631639975,59.749902632899754,113.3431631639975,88.36139158708527,91.70267676472497,88.36139158708527,True
Retângulo 280,30.341024623557765,87.6719351006729,57.072753421321366,87.6719351006729,57.072753421321366,111.6065521167555,30.341024623557765,111.6065521167555,True
Retângulo 281,5.628681915768857,57.95137085036499,20.706684044424037,60.409383962948716,22.15734927859774,72.65129171737564,7.83740749569151,74.33222805169444,True
Retângulo 282,69.91947471878763,31.896007180787088,58.878277844791384,87.91105926817492,88.45986409994393,32.12046179155556,23.108335051912242,59.982361901966385,False
Retângulo 283,71.84717897358061,89.12822596693343,59.04222254675796,40.573617183158085,42.89228403036458,59.65928152308278,2.7055398029421585,13.437591202223121,False
Retângulo 284,63.55599723788594,95.53044279226374,74.24546031994103,95.53044279226374,74.24546031994103,122.93915592695684,63.55599723788594,122.93915592695684,True
Retângulo 285,13.91887450390784,26.923074343557996,42.631265478768825,26.923074343557996,42.631265478768825,40.52621049148386,13.91887450390784,40.52621049148386,True
Retângulo 286,39.25969392928871,61.02193161421342,14.750088033230535,56.82845320930512,30.336506649611415,67.51318417490117,45.02081984284343,9.067244796957642,False
Retângulo 287,70.47900222138692,56.09428093964175,95.49179025227065,7.743345519975032,70.9768737805035,30.77372977205354,8.15633684479591,14.640702595239407,False
Retângulo 288,52.304589501710886,36.65769752210805,82.34601022885273,39.46727481285055,80.20305262138056,60.03997889461943,53.590011267258284,57.875397279590615,False
Retângulo 289,75.23035127444116,40.759059463283734,105.06393606787813,40.759059463283734,105.06393606787813,61.47156695882006,75.23035127444116,61.47156695882006,True
Retângulo 290,42.22491979666353,40.35740090429447,11.873452248599836,49.78518832056451,79.35321073838311,18.528938094422553,21.497845806262106,21.248158905509506,False
Retângulo 291,30.689631898126237,21.980091286803816,44.99085657718958,21.980091286803816,44.99085657718958,33.11661953076292,30.689631898126237,33.11661953076292,True
Retângulo 292,22.537913697002733,76.46039399870706,43.320007923461404,76.46039399870706,43.320007923461404,88.12148931419966,22.537913697002733,88.12148931419966,True
Retângulo 293,78.44930881727528,25.7151951046103,2.5084975269675014,75.27210686477626,68.77849521705677,93.54869177862317,52.2420104572299,90.01626549480838,False
Retângulo 294,72.4506209521144,77.31036211256502,99.48263911671364,77.31036211256502,99.48263911671364,98.74315742225072,72.4506209521144,98.74315742225072,True
Retângulo 295,8.229787636439257,20.21536766988423,48.769717627234556,54.67286521149206,79.35399865965051,32.88702760808678,45.41042994349379,76.49220659242695,False
Retângulo 296,47.867876588308164,46.569765078219774,59.5074579852898,46.569765078219774,59.5074579852898,73.67070452999957,47.867876588308164,73.67070452999957,True
Retângulo 297,14.882235896658091,41.59147105471855,21.260683520586188,79.3856158983762,5.089589834661245,96.27321920875606,55.813281541641594,13.477444608104626,False
Retângulo 298,13.796675053536521,3.8835893933810484,27.582824249692408,3.8835893933810484,27.582824249692408,24.331836746064706,13.796675053536521,24.331836746064706,True
Retângulo 299,27.63758547765125,75.08324576977684,47.09543608225932,75.08324576977684,47.09543608225932,85.66089713916968,27.63758547765125,85.66089713916968,True
Retângulo 300,78.82099647945316,3.968715797347867,104.35708967866019,0.40116729730179435,106.05547692366478,25.50842154695386,79.8987529574313,24.462730198744783,True
Retângulo 301,66.18371105173848,85.53434005994387,85.03045260957273,85.53434005994387,85.03045260957273,104.22548748550464,66.18371105173848,104.22548748550464,True
Retângulo 302,50.516145484028726,8.559112024289872,76.80796742762494,8.559112024289872,76.80796742762494,34.43103683389112,50.516145484028726,34.43103683389112,True
Retângulo 303,52.702320925227895,77.96333682719012,68.56018807368812,30.55713735197292,11.678044752092909,90.13878326151195,69.31221506950779,6.902856541679259,False
Retângulo 304,71.12507571600646,2.543048060750752,97.28425073470777,2.543048060750752,97.28425073470777,22.41052377079505,71.12507571600646,22.41052377079505,True
Retângulo 305,47.90430331557285,44.25590516295046,72.6238789630944,42.75762513716985,74.13133004057629,57.75467342586988,49.03559927307194,56.040125105339,True
Retângulo 306,50.581462644762,10.854197234499118,64.53548060920879,10.854197234499118,64.53548060920879,38.559789249789276,50.581462644762,38.559789249789276,True
Retângulo 307,9.444084861251234,91.82166531458637,19.791981912393872,91.82166531458637,19.791981912393872,107.22596748035802,9.444084861251234,107.22596748035802,True
Retângulo 308,58.19892679319031,25.842425111853554,87.24334685660416,25.730323957810064,84.64293245531599,38.90136813028896,59.675292611768334,36.673776073772885,True
Retângulo 309,10.680508026138803,61.57429911819099,22.041696014531,61.57429911819099,22.041696014531,71.70643623792884,10.680508026138803,71.70643623792884,True
Retângulo 310,61.373878836738335,97.94190658189626,72.01507256143246,97.17257127098324,75.15087638882277,123.80213563541649,60.659744052892485,124.1616920504231,True
Retângulo 311,64.12099796108151,22.437400049556732,9.84270967966111,60.15466393444843,8.250118497622305,13.039717639759662,61.29681260618728,1.3249404270884058,False
Retângulo 312,51.4256338254401,44.67229665770868,81.83202166592503,72.31424060211525,69.1088806800399,79.95931911069914,41.44139659667586,79.9692687953078,False
Retângulo 313,28.37554644403488,36.1853952785523,58.031909710805785,36.1853952785523,58.031909710805785,65.04129153556941,28.37554644403488,65.04129153556941,True
Retângulo 314,74.20898490502157,21.738622436174172,96.01023889723245,21.738622436174172,96.01023889723245,47.40182883338632,74.20898490502157,47.40182883338632,True
Retângulo 315,24.964142261418754,16.040193740760788,34.451960320306384,53.7604964892238,76.44256488039755,58.02748950231944,84.79682731051766,6.423669955504618,True
Retângulo 316,66.53582699609821,25.27301384849816,80.71000964072567,25.27301384849816,80.71000964072567,45.14006118076931,66.53582699609821,45.14006118076931,True
Retângulo 317,5.080783724403293,75.5418656564615,59.25632034081588,98.67173804607965,54.233621168361545,33.2453129215542,4.736132230474121,89.655138648232,False
Retângulo 318,41.265141675901695,69.97242432188767,56.270000545820984,69.97242432188767,56.270000545820984,81.71786622311856,41.265141675901695,81.71786622311856,True
Retângulo 319,35.714948086203556,66.93016866752114,60.4087516410418,66.93016866752114,60.4087516410418,89.18303280196473,35.714948086203556,89.18303280196473,True
Retângulo 320,39.881413914199136,40.54329157428212,57.844353269054736,40.54329157428212,57.844353269054736,61.54437525668355,39.881413914199136,61.54437525668355,True
Retângulo 321,26.932047200538168,20.396347072623787,46.16955679559899,21.453824680386937,47.39719836239497,31.838584427867165,25.848521908672563,32.03521835865757,True
Retângulo 322,99.80775214941923,76.2108637891723,112.69999919701182,76.2108637891723,112.69999919701182,102.50376336666233,99.80775214941923,102.50376336666233,True
Retângulo 323,96.56402175347382,48.50853802582951,118.27083820840392,46.882478439403926,118.72245837798663,70.63065606430354,98.6364536352684,72.84410759358848,True
Retângulo 324,63.63058556979112,33.909096498956124,82.38648931740707,33.909096498956124,82.38648931740707,47.8032599473195,63.63058556979112,47.8032599473195,True
Retângulo 325,18.1723234543396,16.874679499942257,34.89272002202479,16.874679499942257,34.89272002202479,29.458958656317947,18.1723234543396,29.458958656317947,True
Retângulo 326,9.172884144199674,95.79038829661349,38.38866672219754,95.81037802098062,40.067432607005045,121.63405864855045,11.65998954252313,123.4454580607916,True
Retângulo 327,90.02397815090342,6.413804312308846,27.936372087717952,28.976125088033122,4.7760676894481495,64.93933249714522,72.4987423241876,15.99501698993009,False
Retângulo 328,80.54841921520473,96.43279634269787,108.92458388233737,96.2893195883378,109.60330267961318,125.74174496433315,80.59444040173594,126.0179332575559,True
Retângulo 329,23.345411138309668,10.400061884733802,46.502662114962476,10.400061884733802,46.502662114962476,20.465517019452154,23.345411138309668,20.465517019452154,True
Retângulo 330,17.506275888128176,47.03208150189989,20.873841068569433,36.291259126816215,66.95993617070728,33.236844219281735,75.09940394108362,17.885867056974647,False
Retângulo 331,5.378938795520682,91.99465448758623,17.55440791045226,91.99465448758623,17.55440791045226,107.7709822796098,5.378938795520682,107.7709822796098,True
Retângulo 332,63.933962454555335,83.88841860029709,3.1613026697810187,47.379556550420354,41.43959356599818,47.28948431830071,55.0351023319254,95.5620542747375,False
Retângulo 333,19.32735960013514,52.10496703751874,36.03360362798981,50.11734858927165,34.92753141173238,71.70640479803097,20.67253381714725,69.08176605640608,True
Retângulo 334,91.70233903291258,89.04980377838292,104.96513660600506,89.04980377838292,104.96513660600506,113.822801632751,91.70233903291258,113.822801632751,True
Retângulo 335,36.70012919725375,10.136818099181388,52.250093037613524,94.20463483387753,56.03786696428155,14.307492491329132,30.87284291982413,89.00145702053659,False
Retângulo 336,17.891775601883513,94.39311876785212,38.0085656797195,95.34496207103204,38.59740924274388,121.40115928378506,16.848206059899205,121.9817359284221,False
Retângulo 337,88.92370860856354,35.53937031646872,108.95402969508032,35.53937031646872,108.95402969508032,56.38269176396844,88.92370860856354,56.38269176396844,True
Retângulo 338,95.93978211831035,2.188723438314959,121.57900297189889,2.7870181123683375,122.09756207755163,27.462319195074315,96.9457052392608,27.236271312331784,False
Retângulo 339,59.47429993676282,7.259748400040467,71.06888939864942,7.259748400040467,71.06888939864942,27.01418875233194,59.47429993676282,27.01418875233194,True
Retângulo 340,32.59924084458356,96.4760040256515,47.49832498644557,96.22544449042134,45.30183958317312,107.87982444862845,29.10962760773664,111.283672251672,True
Retângulo 341,74.20074550023305,94.15922769668835,61.01634366060692,71.10282702330336,64.19579324327105,20.529737404297887,73.51562159989484,39.79606346782828,False
Retângulo 342,69.43372948454866,97.5752573873995,68.22108847155323,67.973979941936,49.22042417716524,81.8215068211075,52.008564038497994,12.907936070703585,False
Retângulo 343,31.93251859469154,23.025712426614486,10.26494140096943,38.334746462373204,1.0129022939954435,7.442180995323278,91.24779290727744,43.32415159773143,False
Retângulo 344,33.29750796663996,41.88092641562384,53.77498638487161,41.88092641562384,53.77498638487161,66.17643286753022,33.29750796663996,66.17643286753022,True
Retângulo 345,54.84674791135542,73.7144950069695,65.56596570820687,73.7144950069695,65.56596570820687,88.62145081053673,54.84674791135542,88.62145081053673,True
Retângulo 346,53.35730415073348,98.69074000802507,83.15563770458891,98.69074000802507,83.15563770458891,108.99838732240072,53.35730415073348,108.99838732240072,True
Retângulo 347,79.62798604176965,93.5725073148696,98.60180491026489,93.5725073148696,98.60180491026489,121.14441992456149,79.62798604176965,121.14441992456149,True
Retângulo 348,86.87276166756732,68.66913254040887,48.00171215557564,36.64782216370421,37.34767219375371,84.04354297825829,78.40425534735384,63.375159550443314,False
Retângulo 349,31.475119229510796,93.05815922059085,77.81815249263067,63.13921862910256,52.181732144437156,93.68230165644788,13.324232405724345,13.85078151066448,False
Retângulo 350,79.49208659217918,89.86811866813808,107.49996355724036,91.01522187618664,107.42059773164728,115.83876909705155,81.48440159337515,115.34605374736468,True
Retângulo 351,41.54912134682057,62.451841116543825,77.91731668969821,63.419915518463945,0.19489142219999422,11.445014643003882,48.10950980889288,6.661240402901514,False
Retângulo 352,3.6486608597464665,96.92930804054299,18.033945227438686,96.92930804054299,18.033945227438686,109.78365659522598,3.6486608597464665,109.78365659522598,True
Retângulo 353,95.52378304074352,36.58101429165556,63.94763270598271,55.33185059047586,81.98843492578133,27.03673258351279,32.828129668564884,71.0744447749036,False
Retângulo 354,71.2622067584703,62.73638282265125,91.67428849715745,64.14828679033192,93.18893260278945,80.5266349704205,71.28307468808266,80.6203534134118,True
Retângulo 355,41.760207213138244,98.09239171167255,69.33914138306541,98.09239171167255,69.33914138306541,109.31087187099979,41.760207213138244,109.31087187099979,True
Retângulo 356,47.56916755454602,23.966917161063396,28.52582028222248,22.496747221180357,23.913286787417398,27.526889499075224,42.46642841574298,75.15327347102576,False
Retângulo 357,73.04200321906926,80.72781116313578,88.4618967224707,81.75056277138613,90.36688348171255,96.14914381440612,72.34062217995064,93.287585638407,True
Retângulo 358,61.88624752654041,43.83174973975258,89.58625208788987,43.83174973975258,89.58625208788987,69.15280656661326,61.88624752654041,69.15280656661326,True
Retângulo 359,1.824525938484689,21.284176968283973,59.32522949341708,52.84347034106105,26.975437377637444,24.796724369681577,44.051914595424726,60.68169115390427,False
Retângulo 360,64.30616790497564,38.017004224402896,91.76952037083126,38.017004224402896,91.76952037083126,63.72561514859216,64.30616790497564,63.72561514859216,True
Retângulo 361,27.34930834775232,9.72815110848083,57.38167231480692,8.432615892088243,55.186217376905965,32.93966324190675,29.623915624695194,33.513769429046235,True
Retângulo 362,52.412673029583836,65.82437318865837,81.374182977251,81.33892177701442,73.27366578481693,9.791349392604666,96.60921920022486,57.806805854641674,False
Retângulo 363,48.943007823950225,61.46663064482033,64.5268173505721,61.46663064482033,64.5268173505721,78.33295792897789,48.943007823950225,78.33295792897789,True
Retângulo 364,94.56989077358483,88.26176383219669,115.02189170330948,87.9043782426201,113.4761784975031,98.03702149195261,95.25637747540961,96.67158693328595,False
Retângulo 365,86.66696003709987,82.76540106890062,105.60307446939521,82.57810738426524,107.0545137647381,102.55586563330465,85.16423564996578,104.00825229692131,True
Retângulo 366,44.28865059410521,81.49312281777232,72.82439978955426,81.49312281777232,72.82439978955426,97.11812743388515,44.28865059410521,97.11812743388515,True
Retângulo 367,62.87254280982854,2.1569241358606384,4.0509417039549245,22.07359972376951,70.4647125435092,0.8591489200021396,3.4175155255980694,99.0672914093786,False
Retângulo 368,33.883986585171854,13.469422911154815,61.57824694896722,13.469422911154815,61.57824694896722,41.838389122568586,33.883986585171854,41.838389122568586,True
Retângulo 369,69.59064085781328,77.52605582017276,95.19673993224673,79.02934954067678,92.26540359286157,101.42898976843466,68.43651846889566,100.71898704589674,False
Retângulo 370,66.13656930920983,43.149149433043995,76.3591542577338,40.39399866094293,78.20400107094285,56.553985586300946,66.58074468053208,58.20611089018416,True
Retângulo 371,11.670497704392046,58.326119536324605,36.788338557941614,58.326119536324605,36.788338557941614,80.42084058052097,11.670497704392046,80.42084058052097,True
Retângulo 372,71.835671418904,68.07213350481751,90.83624901200132,68.07213350481751,90.83624901200132,97.77690534668261,71.835671418904,97.77690534668261,True
Retângulo 373,81.97276499426395,64.84019809380554,101.51903903340249,64.84019809380554,101.51903903340249,87.83652078949424,81.97276499426395,87.83652078949424,True
Retângulo 374,11.682212243448408,79.72815641993344,36.05114598857274,78.81657130093697,23.48428714286981,53.858879997203516,7.451752551855451,1.878343815600425,False
